"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"369","0042014C",0,0,0,1,0,NA,35,36,1,0,NA,33.42,45000.5,0,NA,52.637
"370","0042016C",0,0,0,0,0,1,31,30,0,0,38.18,34.95,62500.5,0,0,57.404
"371","0042018C",0,0,0,1,0,1,63,NA,NA,1,NA,NA,5000,1,0,45.96
"372","0042019C",0,0,0,1,0,1,27,NA,NA,1,29.6,NA,12500.5,1,1,54.701
"373","0042022C",0,0,0,1,0,1,39,NA,NA,1,35.92,NA,7500.5,1,1,29.408
"374","0042023C",0,0,0,1,0,2,47,NA,NA,1,NA,NA,17500.5,1,1,40.083
"375","0043001C",0,0,0,0,1,1,37,NA,NA,1,33.42,NA,22500.5,1,0,26.59
"376","0043002C",0,0,0,0,1,1,54,NA,1,1,NA,NA,5000,1,1,44.95
"377","0043003C",0,1,0,0,0,1,42,39,1,0,38.18,35.92,62500.5,0,0,41.723
"378","0043006C",0,1,0,0,0,1,35,41,0,0,61.56,61.56,87500.5,0,0,57.027
"379","0043007C",0,1,0,0,0,1,47,49,1,1,33.42,38.18,37500.5,0,0,52.982
"380","0043008C",0,1,0,0,0,1,44,NA,NA,1,34.95,NA,12500.5,1,1,48.953
"381","0043010C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.797
"382","0043011C",0,1,0,0,0,1,42,41,1,1,38.18,35.92,62500.5,0,0,35.717
"383","0043012C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.336
"384","0043013C",0,0,0,1,0,1,42,54,1,1,34.95,NA,12500.5,1,1,33.854
"385","0043014C",0,1,0,0,0,1,42,37,1,0,38.18,39.2,45000.5,0,0,60.198
"386","0043015C",0,1,0,0,0,1,43,56,0,1,53.5,34.95,27500.5,1,1,47.612
"387","0043016C",0,0,1,0,0,1,37,31,1,1,34.95,35.78,27500.5,0,0,38.998
"388","0043018C",0,1,0,0,0,1,30,35,0,1,48.69,29.6,45000.5,0,0,55.516
"389","0043019C",0,0,0,1,0,1,29,41,1,1,NA,34.95,27500.5,0,0,35.633
"390","0043020C",0,0,0,1,0,1,38,44,0,1,34.95,34.95,32500.5,0,0,25.142
"391","0043021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.437
"392","0043024C",0,0,0,1,0,2,32,32,1,1,NA,34.95,17500.5,1,1,24.021
"393","0043040C",0,0,0,1,0,1,37,37,1,0,NA,34.95,32500.5,0,0,44.391
"394","0043041C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.095
"395","0045001C",0,0,0,0,0,1,47,42,0,0,63.43,77.5,87500.5,0,0,52.934
"396","0045003C",0,1,0,0,0,1,43,45,1,0,38.18,53.5,150000.5,0,0,62.307
"397","0045004C",0,1,0,0,0,1,47,48,0,0,34.95,53.5,150000.5,0,0,58.31
"398","0045005C",0,1,0,0,0,NA,36,40,0,0,53.5,53.5,62500.5,0,NA,61.917
"399","0045006C",0,0,0,0,1,1,44,43,0,0,38.18,53.5,87500.5,0,0,57.909
"400","0045008C",0,1,0,0,0,1,41,43,0,1,38.18,35.92,87500.5,0,0,56.37
"401","0045009C",0,1,0,0,0,1,41,41,1,0,33.42,53.5,62500.5,0,0,56.322
"402","0045010C",0,1,0,0,0,1,44,53,0,0,53.5,53.5,150000.5,0,0,59.194
"403","0045011C",0,1,0,0,0,1,41,42,1,0,38.18,39.18,150000.5,0,0,46.016
"404","0045013C",0,0,1,0,0,1,42,49,0,0,53.5,48.69,150000.5,0,0,51.2
"405","0045014C",0,1,0,0,0,1,39,38,0,0,34.95,53.5,150000.5,0,0,47.798
"406","0045015C",0,1,0,0,0,1,42,42,0,0,38.18,53.5,150000.5,0,0,64.919
"407","0045017C",0,1,0,0,0,1,44,44,0,0,63.43,52.54,150000.5,0,0,71.855
"408","0045018C",0,1,0,0,0,1,48,NA,NA,0,52.54,NA,62500.5,0,0,69.5
"409","0045019C",0,1,0,0,0,NA,42,40,0,0,NA,35.78,45000.5,0,NA,46.465
"410","0045020C",0,1,0,0,0,1,38,41,0,0,NA,53.5,150000.5,0,0,68.567
"411","0045021C",0,1,0,0,0,1,39,42,0,0,61.56,53.5,150000.5,0,0,57.809
"412","0045022C",0,1,0,0,0,1,48,47,0,0,53.5,59,150000.5,0,0,61.243
"413","0045024C",0,1,0,0,0,1,37,41,0,0,63.43,53.5,62500.5,0,0,60.527
"414","0045040C",0,1,0,0,0,1,31,33,1,1,38.18,35.63,32500.5,0,0,41.766
"415","0046001C",0,0,0,1,0,1,29,NA,NA,1,NA,NA,5000,1,1,42.359
"416","0046002C",0,0,0,1,0,1,42,55,1,1,NA,33.42,27500.5,0,1,40.903
"417","0046003C",0,0,0,1,0,1,62,NA,NA,1,NA,NA,7500.5,1,1,52.139
"418","0046006C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88
"419","0046009C",0,0,0,1,0,1,31,NA,NA,1,34.95,NA,12500.5,1,0,54.934
"420","0046011C",0,0,1,0,0,1,33,31,1,1,63.43,34.95,32500.5,0,0,31.565
"421","0046012C",0,0,0,1,0,1,33,31,1,1,38.18,38.18,22500.5,1,1,37.515
"422","0046018C",0,0,0,1,0,2,27,28,1,1,38.18,34.95,12500.5,1,0,45.39
"423","0046023C",0,0,1,0,0,NA,32,39,1,1,NA,35.92,27500.5,0,NA,41.324
"424","0047004C",0,1,0,0,0,1,42,43,0,0,53.5,53.5,150000.5,0,0,53.071
"425","0047006C",0,1,0,0,0,1,37,47,0,0,64.89,64.89,45000.5,0,0,58.174
"426","0047007C",0,1,0,0,0,1,40,47,0,0,53.5,38.18,87500.5,0,0,33.242
"427","0047008C",0,1,0,0,0,1,37,36,0,0,53.5,39.18,150000.5,0,0,52.806
"428","0047009C",0,1,0,0,0,1,38,37,0,0,38.18,63.43,45000.5,0,0,56.52
"429","0047011C",0,1,0,0,0,1,37,32,1,1,38.18,35.92,200001,0,0,52.114
"430","0047014C",0,1,0,0,0,2,40,48,0,0,63.43,64.89,87500.5,0,0,47.08
"431","0047015C",0,1,0,0,0,1,42,42,0,0,53.5,35.78,87500.5,0,0,61.093
"432","0047016C",0,1,0,0,0,1,45,NA,NA,0,38.18,NA,32500.5,0,0,27.829
"433","0047017C",0,1,0,0,0,1,35,38,1,1,34.95,39.2,37500.5,0,0,52.026
"434","0047018C",0,1,0,0,0,NA,39,41,0,0,NA,35.78,45000.5,0,0,44.604
"435","0047019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.744
"436","0047020C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.32
"437","0047021C",0,1,0,0,0,1,39,39,0,0,38.18,39.18,87500.5,0,0,53.862
"438","0047022C",0,1,0,0,0,1,39,40,1,1,38.18,35.92,62500.5,0,0,53.758
"439","0047024C",0,1,0,0,0,1,41,42,0,0,38.18,53.5,62500.5,0,0,41.015
"440","0049001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.857
"441","0049002C",0,0,0,0,1,1,36,35,1,1,33.42,39.18,62500.5,0,0,53
"442","0049003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.423
"443","0049005C",0,1,0,0,0,1,31,33,0,1,34.95,39.2,37500.5,0,0,45.409
"444","0049007C",0,0,0,0,0,1,30,NA,NA,1,33.42,NA,45000.5,0,0,38.915
"445","0049008C",0,1,0,0,0,1,38,42,0,0,38.18,63.43,62500.5,0,0,63.65
"446","0049010C",0,1,0,0,0,1,37,39,1,1,35.92,35.92,37500.5,0,0,44.541
"447","0049014C",0,0,0,1,0,1,24,23,1,1,34.95,29.6,32500.5,1,0,44.23
"448","0049015C",0,1,0,0,0,NA,35,37,1,1,34.95,39.18,27500.5,1,1,37.039
"449","0049016C",0,1,0,0,0,1,38,NA,NA,1,38.18,NA,32500.5,0,0,36.186
"450","0049017C",0,1,0,0,0,1,39,39,0,0,NA,53.5,87500.5,0,0,55.694
"451","0049018C",0,1,0,0,0,1,46,51,0,0,63.43,34.95,62500.5,0,0,49.738
"452","0049020C",0,0,0,1,0,1,31,29,1,1,34.95,33.42,7500.5,1,1,41.645
"453","0049021C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.453
"454","0049023C",0,0,0,1,0,1,61,65,1,0,NA,53.5,150000.5,0,0,44.316
"455","0051002C",1,1,0,0,0,1,41,39,0,0,34.95,53.5,62500.5,0,0,52.416
"456","0051005C",1,1,0,0,0,1,44,41,1,1,38.18,39.18,62500.5,0,0,60.085
"457","0051006C",1,1,0,0,0,1,44,49,0,0,38.18,53.5,62500.5,0,0,49.074
"458","0051007C",1,1,0,0,0,1,52,50,0,1,NA,34.95,62500.5,0,0,66.606
"459","0051008C",1,1,0,0,0,1,40,41,0,0,38.18,35.63,87500.5,0,0,54.715
"460","0051010C",1,1,0,0,0,1,37,36,1,1,38.18,39.18,87500.5,0,0,56.96
"461","0051011C",1,1,0,0,0,1,29,30,0,0,NA,39.18,45000.5,0,0,53.482
"462","0051012C",1,0,0,0,0,2,28,28,1,1,NA,38.18,22500.5,0,0,61.604
"463","0051013C",1,1,0,0,0,2,41,40,1,0,35.78,39.18,87500.5,0,0,54.505
"464","0051015C",1,1,0,0,0,1,42,42,0,0,35.78,64.89,150000.5,0,0,34.064
"465","0051016C",1,1,0,0,0,1,36,33,0,0,34.95,53.5,32500.5,0,0,54.077
"466","0051017C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.581
"467","0051018C",1,1,0,0,0,1,33,37,1,0,59,39.2,45000.5,0,0,50.996
"468","0051019C",1,1,0,0,0,1,44,37,1,0,63.43,53.5,87500.5,0,0,58.692
"469","0051020C",1,1,0,0,0,1,37,39,0,0,NA,35.78,150000.5,0,0,48.72
"470","0051024C",1,1,0,0,0,1,42,41,0,1,38.18,48.69,150000.5,0,0,54.169
"471","0051026C",1,1,0,0,0,1,44,NA,NA,1,72.1,NA,17500.5,0,0,42.616
"472","0052001C",0,0,0,0,1,1,42,53,0,1,NA,35.92,37500.5,0,0,44.689
"473","0052002C",0,1,0,0,0,1,40,45,0,0,61.56,34.95,62500.5,0,0,47.322
"474","0052003C",1,1,0,0,0,3,32,27,0,0,38.18,38.18,87500.5,0,0,47.518
"475","0052005C",1,1,0,0,0,NA,44,46,0,0,63.43,72.1,87500.5,0,0,45.102
"476","0052006C",1,1,0,0,0,1,39,40,0,0,63.43,64.89,62500.5,0,0,43.646
"477","0052007C",1,1,0,0,0,1,32,32,0,0,34.95,38.18,37500.5,0,0,48.369
"478","0052008C",1,1,0,0,0,NA,45,NA,NA,1,38.18,NA,27500.5,0,0,39.455
"479","0052009C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.104
"480","0052010C",0,1,0,0,0,1,40,NA,NA,0,72.1,NA,32500.5,0,1,62.278
"481","0052011C",1,1,0,0,0,1,48,61,0,0,61.56,34.95,87500.5,0,0,56.52
"482","0052012C",1,1,0,0,0,1,33,35,0,0,38.18,38.18,87500.5,0,0,50.735
"483","0052013C",1,1,0,0,0,1,38,38,1,0,61.56,53.5,62500.5,0,0,53.255
"484","0052014C",1,1,0,0,0,1,34,36,1,1,39.18,39.2,45000.5,0,0,44.683
"485","0052015C",0,1,0,0,0,1,53,55,0,0,61.56,72.1,150000.5,0,0,54.77
"486","0052019C",1,1,0,0,0,1,41,61,0,1,38.18,35.63,45000.5,0,0,40.951
"487","0052020C",1,1,0,0,0,1,45,44,0,0,38.18,53.5,45000.5,0,0,53.678
"488","0052021C",1,1,0,0,0,1,37,43,1,1,34.95,33.42,37500.5,0,0,43.314
"489","0052022C",1,1,0,0,0,1,41,41,0,0,63.43,34.95,150000.5,0,0,55.491
"490","0052040C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.643
"491","0055004C",0,1,0,0,0,2,35,36,0,1,48.69,62.87,150000.5,0,0,56.9
"492","0055007C",0,1,0,0,0,1,34,35,1,0,38.18,37.67,45000.5,0,0,56.015
"493","0055008C",0,1,0,0,0,1,44,44,0,1,NA,53.5,87500.5,0,0,62.843
"494","0055010C",0,1,0,0,0,1,37,36,1,0,NA,53.5,45000.5,0,0,57.963
"495","0055011C",0,1,0,0,0,1,28,31,1,1,NA,39.2,12500.5,1,0,43.214
"496","0055013C",0,1,0,0,0,1,46,45,1,0,57.83,33.42,45000.5,0,0,48.184
"497","0055014C",0,1,0,0,0,1,36,38,0,0,61.56,34.95,62500.5,0,0,58.873
"498","0055015C",0,1,0,0,0,1,NA,37,1,NA,NA,35.78,62500.5,0,0,41.247
"499","0055016C",0,1,0,0,0,1,41,45,1,0,NA,64.89,62500.5,0,0,56.814
"500","0055018C",0,1,0,0,0,1,42,47,0,0,63.43,35.63,62500.5,0,0,48.926
"501","0055019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.219
"502","0055020C",0,1,0,0,0,1,28,30,0,0,38.18,39.18,62500.5,0,0,64.552
"503","0055022C",0,1,0,0,0,NA,39,45,0,0,38.18,64.89,150000.5,0,NA,67.36
"504","0055023C",0,1,0,0,0,2,31,38,1,0,59,39.2,37500.5,0,0,46.216
"505","0055024C",0,1,0,0,0,1,36,36,1,0,34.95,39.2,62500.5,0,0,64.662
"506","0056002C",0,1,0,0,0,1,39,NA,NA,0,35.63,NA,27500.5,0,0,61.397
"507","0056004C",0,1,0,0,0,1,40,41,0,0,63.43,64.89,87500.5,0,0,57.955
"508","0056005C",0,1,0,0,0,1,40,47,0,0,38.18,48.69,87500.5,0,0,61.416
"509","0056007C",0,0,1,0,0,1,39,39,0,0,63.43,64.89,87500.5,0,0,65.901
"510","0056008C",0,1,0,0,0,1,44,41,0,0,NA,34.95,62500.5,0,0,31.592
"511","0056009C",0,1,0,0,0,1,37,39,0,0,63.43,35.78,87500.5,0,0,54.832
"512","0056010C",0,1,0,0,0,1,38,42,1,0,38.18,39.2,87500.5,0,0,57.304
"513","0056011C",0,1,0,0,0,1,38,40,0,0,NA,53.5,200001,0,0,60.64
"514","0056013C",0,1,0,0,0,1,37,39,1,1,35.78,39.2,45000.5,0,0,50.426
"515","0056014C",0,1,0,0,0,1,37,35,1,0,34.95,38.18,45000.5,0,0,58.389
"516","0056015C",0,1,0,0,0,1,46,48,1,1,53.5,53.5,87500.5,0,0,55.468
"517","0056019C",0,1,0,0,0,1,40,41,0,0,NA,53.5,200001,0,0,62.228
"518","0056021C",0,1,0,0,0,1,38,37,0,0,NA,53.5,150000.5,0,0,58.56
"519","0056022C",0,1,0,0,0,NA,38,38,0,0,38.18,53.5,87500.5,0,NA,54.778
"520","0056023C",0,1,0,0,0,1,37,39,0,0,77.5,NA,200001,0,0,64.512
"521","0057001C",0,1,0,0,0,1,42,45,0,0,38.18,35.78,87500.5,0,0,51.542
"522","0057002C",0,1,0,0,0,1,44,43,0,0,52.54,62.87,150000.5,0,0,52.919
"523","0057003C",0,1,0,0,0,1,34,NA,NA,0,48.69,NA,62500.5,0,0,66.59
"524","0057004C",0,1,0,0,0,1,42,44,0,0,38.18,64.89,87500.5,0,0,67.885
"525","0057005C",0,1,0,0,0,1,43,NA,NA,0,35.78,NA,37500.5,0,0,63.193
"526","0057006C",0,1,0,0,0,1,38,40,0,0,38.18,53.5,150000.5,0,0,60.978
"527","0057007C",0,1,0,0,0,1,36,48,0,0,NA,35.78,200001,0,0,43.504
"528","0057008C",0,1,0,0,0,1,51,50,0,0,38.18,53.5,87500.5,0,0,49.429
"529","0057009C",0,1,0,0,0,1,45,49,0,0,61.56,77.5,150000.5,0,0,64.877
"530","0057012C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.143
"531","0057013C",0,1,0,0,0,1,35,NA,NA,1,48.69,NA,32500.5,0,0,45.828
"532","0057015C",0,1,0,0,0,1,45,45,0,0,NA,48.69,150000.5,0,0,60.202
"533","0057016C",0,1,0,0,0,1,37,44,0,0,NA,53.5,150000.5,0,0,49.129
"534","0057017C",0,0,0,0,0,1,40,43,0,0,NA,64.89,87500.5,0,0,53.76
"535","0057018C",0,1,0,0,0,1,29,NA,NA,0,63.43,NA,22500.5,0,0,56.895
"536","0057019C",0,1,0,0,0,1,45,48,0,0,NA,77.5,150000.5,0,0,65.686
"537","0057021C",0,1,0,0,0,1,36,37,0,0,63.43,39.2,62500.5,0,0,56.937
"538","0057022C",0,1,0,0,0,1,40,45,0,0,53.5,53.5,150000.5,0,0,54.465
"539","0057023C",0,1,0,0,0,1,37,79,0,0,NA,72.1,87500.5,0,0,62.716
"540","0057024C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.906
"541","0057026C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.521
"542","0057040C",0,1,0,0,0,1,41,41,0,0,61.56,35.63,150000.5,0,0,59.034
"543","0058002C",1,0,0,1,0,1,44,45,0,0,34.95,NA,22500.5,0,0,42.672
"544","0058004C",1,1,0,0,0,1,34,38,0,0,63.43,53.5,87500.5,0,0,41.696
"545","0058006C",0,0,0,1,0,1,37,32,1,0,35.78,33.42,37500.5,0,0,42.799
"546","0058008C",1,1,0,0,0,1,43,42,1,0,NA,33.42,45000.5,0,0,39.753
"547","0058010C",1,0,0,1,0,2,42,NA,NA,0,52.54,NA,27500.5,0,0,28.532
"548","0058012C",1,0,0,1,0,1,34,34,1,0,63.43,39.2,32500.5,0,0,27.293
"549","0058014C",0,0,0,1,0,2,32,29,1,1,37.67,37.67,37500.5,0,0,43.314
"550","0058016C",1,0,0,1,0,1,46,33,0,1,35.78,39.18,37500.5,0,0,48.023
"551","0058019C",1,1,0,0,0,1,31,33,1,0,53.5,53.5,45000.5,0,0,37.765
"552","0058020C",1,1,0,0,0,1,39,NA,NA,1,NA,NA,17500.5,1,1,41.9
"553","0058025C",1,1,0,0,0,1,34,38,0,0,63.43,53.5,87500.5,0,0,44.871
"554","0062004C",0,0,0,1,0,2,43,NA,NA,0,NA,NA,17500.5,0,0,43.321
"555","0062009C",0,1,0,0,0,1,37,40,1,0,38.18,35.92,87500.5,0,0,51.968
"556","0062012C",0,1,0,0,0,1,34,34,0,0,61.56,33.42,87500.5,0,0,57.306
"557","0062013C",0,0,0,1,0,1,28,NA,NA,0,59,NA,32500.5,0,0,65.413
"558","0062015C",0,1,0,0,0,1,32,34,0,0,48.69,35.92,45000.5,0,0,56.144
"559","0062016C",0,1,0,0,0,1,45,39,0,0,34.95,34.95,62500.5,0,0,43.634
"560","0062017C",0,1,0,0,0,1,43,47,0,0,38.18,62.87,62500.5,0,0,59.315
"561","0062022C",0,1,0,0,0,1,28,26,1,0,34.95,35.92,37500.5,0,0,40.413
"562","0064002C",0,0,0,0,1,2,44,52,1,1,38.18,NA,12500.5,1,1,35.422
"563","0064003C",0,0,0,0,1,1,29,36,0,1,38.18,48.69,87500.5,0,0,47.547
"564","0064004C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.24
"565","0064005C",0,0,0,0,1,1,28,35,0,1,33.42,39.2,27500.5,1,0,47.516
"566","0064006C",0,0,0,0,1,1,28,35,0,1,37.67,39.2,37500.5,0,0,40.039
"567","0064007C",0,0,0,0,1,1,31,37,1,1,NA,37.67,27500.5,0,0,48.083
"568","0064008C",0,1,0,0,0,1,53,49,0,0,38.18,52.54,17500.5,0,0,20.471
"569","0064009C",0,0,1,0,0,1,NA,36,1,NA,NA,33.42,32500.5,0,0,35.155
"570","0064010C",0,0,0,1,0,1,32,NA,NA,1,33.42,NA,5000,1,1,33.115
"571","0064011C",0,0,0,0,0,1,27,46,1,0,35.92,35.92,87500.5,0,0,56.927
"572","0064012C",0,0,0,1,0,1,41,55,1,1,29.6,NA,45000.5,0,0,46.137
"573","0064013C",0,0,0,0,0,1,33,NA,NA,1,34.95,NA,5000,1,1,50.758
"574","0064015C",0,0,0,0,0,2,65,NA,NA,1,NA,NA,17500.5,1,0,33.768
"575","0064017C",0,0,1,0,0,NA,65,NA,NA,1,NA,NA,22500.5,0,0,33.534
"576","0064018C",0,0,0,1,0,1,35,43,0,1,NA,38.18,12500.5,1,1,32.602
"577","0064019C",0,0,0,1,0,1,48,52,0,1,33.42,53.5,37500.5,0,0,55.573
"578","0064020C",0,0,0,1,0,2,41,NA,NA,0,33.42,NA,7500.5,1,1,43.137
"579","0064021C",0,0,0,1,0,1,33,NA,NA,1,48.69,NA,12500.5,1,1,27.983
"580","0064022C",0,0,0,1,0,1,NA,47,1,NA,NA,38.18,32500.5,0,0,47.355
"581","0064023C",0,0,0,1,0,1,38,NA,NA,1,37.67,NA,17500.5,1,0,52.46
"582","0064024C",0,0,0,1,0,1,34,35,1,1,NA,NA,27500.5,1,0,34.749
"583","0064025C",0,0,0,0,0,1,27,46,1,0,35.92,35.92,87500.5,0,0,61.431
"584","0066001C",0,1,0,0,0,1,40,NA,NA,1,34.95,NA,37500.5,0,0,52.965
"585","0066002C",0,1,0,0,0,1,41,43,0,0,NA,34.95,62500.5,0,0,72.429
"586","0066003C",0,1,0,0,0,1,39,44,1,0,34.95,53.5,62500.5,0,0,50.376
"587","0066004C",0,1,0,0,0,1,44,48,1,0,53.5,39.18,62500.5,0,0,41.877
"588","0066005C",0,1,0,0,0,1,44,NA,NA,0,61.56,NA,22500.5,0,0,64.299
"589","0066007C",0,1,0,0,0,1,45,47,1,0,61.56,NA,45000.5,0,0,45.098
"590","0066009C",0,1,0,0,0,1,43,53,0,0,NA,53.5,62500.5,0,0,43.494
"591","0066011C",0,1,0,0,0,1,30,33,1,0,53.5,53.5,62500.5,0,0,57.984
"592","0066012C",0,0,0,1,0,1,35,NA,NA,1,34.95,NA,17500.5,0,0,53.399
"593","0066014C",0,1,0,0,0,1,32,NA,NA,0,38.18,NA,27500.5,0,0,48.259
"594","0066015C",0,1,0,0,0,1,44,47,1,0,38.18,38.18,45000.5,0,0,63.947
"595","0066016C",0,1,0,0,0,1,36,42,0,0,NA,64.89,37500.5,0,0,63.058
"596","0066018C",0,1,0,0,0,1,45,45,1,0,61.56,39.2,87500.5,0,0,44.526
"597","0066021C",0,1,0,0,0,1,38,38,0,1,38.18,62.87,62500.5,0,0,62.674
"598","0066023C",0,1,0,0,0,1,37,38,1,0,34.95,39.2,22500.5,1,0,45.759
"599","0066024C",0,1,0,0,0,1,39,NA,NA,0,57.83,NA,37500.5,0,0,56.328
"600","0067003C",1,1,0,0,0,1,40,41,1,0,38.18,39.2,87500.5,0,0,44.09
"601","0067005C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.122
"602","0067007C",1,1,0,0,0,2,39,37,0,0,38.18,35.78,62500.5,0,0,42.78
"603","0067008C",1,1,0,0,0,1,27,32,1,0,38.18,33.42,87500.5,0,0,36.939
"604","0067009C",1,1,0,0,0,1,47,47,0,0,38.18,35.92,87500.5,0,0,56.474
"605","0067011C",1,1,0,0,0,2,36,NA,NA,0,53.5,NA,87500.5,0,0,49.168
"606","0067012C",1,1,0,0,0,1,39,NA,NA,0,38.18,NA,22500.5,0,0,53.226
"607","0067016C",1,1,0,0,0,1,42,45,0,0,63.43,52.54,87500.5,0,0,58.606
"608","0067017C",1,0,0,1,0,1,42,44,0,0,NA,77.5,150000.5,0,0,49.31
"609","0067018C",1,1,0,0,0,1,39,39,0,0,53.5,53.5,150000.5,0,0,51.824
"610","0067019C",1,1,0,0,0,1,38,36,1,1,38.18,35.78,87500.5,0,0,42.301
"611","0067020C",1,1,0,0,0,1,47,55,0,0,34.95,39.2,45000.5,0,0,43.515
"612","0067021C",1,1,0,0,0,1,39,37,0,1,NA,53.5,200001,0,0,51.565
"613","0067023C",1,1,0,0,0,1,36,39,0,0,52.54,53.5,200001,0,0,45.146
"614","0069001C",0,1,0,0,0,1,33,NA,NA,1,35.78,NA,27500.5,0,0,56.787
"615","0069008C",0,1,0,0,0,1,44,43,1,0,38.18,53.5,62500.5,0,0,55.391
"616","0069009C",0,1,0,0,0,1,41,40,0,0,61.56,34.95,45000.5,0,0,53.697
"617","0069010C",0,0,0,1,0,2,35,NA,NA,1,33.42,NA,22500.5,0,0,49.406
"618","0069017C",0,0,0,1,0,1,47,NA,NA,1,33.42,NA,12500.5,1,0,47.099
"619","0069018C",0,0,0,1,0,1,28,NA,NA,0,NA,NA,12500.5,1,1,56.831
"620","0069019C",0,1,0,0,0,1,35,32,0,0,38.18,NA,32500.5,0,0,52.736
"621","0070013C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.36
"622","0071005C",0,0,1,0,0,2,33,NA,NA,0,61.56,NA,17500.5,1,0,41.691
"623","0071008C",0,0,1,0,0,1,31,NA,NA,0,59,NA,27500.5,0,0,49.204
"624","0071012C",0,0,1,0,0,1,32,NA,NA,0,59,NA,37500.5,0,0,48.463
"625","0071013C",0,0,1,0,0,1,42,52,1,1,38.18,39.18,62500.5,0,0,60.557
"626","0072001C",0,0,0,0,1,1,44,45,0,0,62.87,33.42,62500.5,0,0,54.315
"627","0072003C",0,1,0,0,0,1,47,49,0,0,NA,53.5,150000.5,0,0,52.761
"628","0072005C",0,1,0,0,0,1,41,41,0,0,53.5,53.5,87500.5,0,0,54.815
"629","0072006C",1,1,0,0,0,1,42,43,0,0,NA,53.5,200001,0,0,49.917
"630","0072008C",0,1,0,0,0,1,41,NA,NA,0,NA,NA,17500.5,1,0,62.591
"631","0072011C",1,1,0,0,0,1,43,43,0,0,NA,53.5,150000.5,0,0,44.408
"632","0072015C",0,1,0,0,0,2,39,39,1,0,38.18,38.18,87500.5,0,0,55.967
"633","0073002C",0,1,0,0,0,1,37,39,0,0,NA,53.5,200001,0,0,54.859
"634","0073003C",0,1,0,0,0,1,43,54,0,0,48.69,53.5,200001,0,0,65.104
"635","0073005C",0,1,0,0,0,1,39,40,0,0,NA,35.78,200001,0,0,60.532
"636","0073007C",0,1,0,0,0,1,45,46,0,0,52.54,35.78,200001,0,0,42.862
"637","0073008C",0,1,0,0,0,1,49,56,0,0,NA,53.5,150000.5,0,0,56.952
"638","0073009C",0,1,0,0,0,1,43,44,0,0,NA,53.5,200001,0,0,58.126
"639","0073011C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.677
"640","0073012C",0,1,0,0,0,1,51,51,0,0,35.78,35.78,200001,0,0,63.241
"641","0073013C",0,1,0,0,0,1,36,NA,NA,0,NA,NA,200001,0,0,59.309
"642","0073016C",0,1,0,0,0,1,39,39,0,0,NA,53.5,200001,0,0,69.387
"643","0073017C",0,1,0,0,0,1,39,44,0,0,53.5,38.18,200001,0,0,65.739
"644","0073019C",0,1,0,0,0,1,42,43,0,0,NA,35.78,200001,0,0,54.354
"645","0073020C",0,1,0,0,0,1,42,42,0,0,53.5,35.78,200001,0,0,65.576
"646","0073021C",0,0,0,0,1,1,41,NA,NA,0,35.78,NA,200001,0,0,57.559
"647","0073022C",0,1,0,0,0,1,43,43,0,0,62.87,53.5,200001,0,0,54.55
"648","0073023C",0,0,0,1,0,NA,43,47,0,1,38.18,38.18,87500.5,0,NA,62.958
"649","0073024C",0,1,0,0,0,1,39,41,0,0,52.54,35.78,200001,0,0,66.335
"650","0073025C",0,1,0,0,0,1,45,46,0,0,52.54,35.78,200001,0,0,66.246
"651","0075002C",0,0,0,1,0,1,39,40,1,0,NA,53.5,87500.5,0,0,67.199
"652","0075003C",0,1,0,0,0,1,47,48,0,1,34.95,48.69,87500.5,0,0,53.147
