"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"8994","1149017C",0,0,0,1,0,1,40,46,1,1,35.63,35.63,27500.5,0,0,48.943
"8995","1149018C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.322
"8996","1149019C",0,0,0,1,0,1,46,NA,NA,1,29.6,NA,12500.5,1,1,42.371
"8997","1149020C",0,0,0,1,0,1,49,52,1,1,38.18,35.92,27500.5,0,0,37.94
"8998","1149021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.352
"8999","1149024C",0,0,0,1,0,2,43,35,1,1,29.6,35.92,27500.5,0,0,53.328
"9000","1149041C",0,0,0,1,0,2,28,28,1,1,NA,NA,7500.5,1,1,42.469
"9001","1154001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.459
"9002","1154003C",0,0,0,0,1,1,38,41,1,0,38.18,35.63,37500.5,0,0,37.031
"9003","1154004C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.084
"9004","1154005C",0,0,0,0,1,1,52,42,1,1,NA,29.6,7500.5,1,0,50.57
"9005","1154006C",0,0,0,0,1,1,44,48,1,1,34.95,35.63,27500.5,0,1,55.564
"9006","1154007C",0,0,0,1,0,1,29,33,1,1,NA,35.92,27500.5,0,0,46.31
"9007","1154009C",0,0,0,1,0,2,42,43,1,1,29.6,29.6,7500.5,1,1,30.422
"9008","1154010C",0,0,0,1,0,1,40,41,1,1,35.63,35.63,27500.5,0,0,61.32
"9009","1154015C",0,0,0,1,0,1,30,30,1,1,NA,NA,12500.5,1,0,55.913
"9010","1154016C",0,0,0,1,0,1,44,34,1,0,NA,35.92,62500.5,0,0,55.372
"9011","1154018C",0,0,0,1,0,1,32,34,0,0,NA,35.92,22500.5,1,1,38.353
"9012","1154020C",0,0,0,1,0,1,42,57,1,1,35.63,NA,22500.5,1,0,51.985
"9013","1154021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.042
"9014","1154022C",0,0,0,1,0,1,33,36,1,1,NA,NA,12500.5,1,0,42.407
"9015","1154023C",0,0,0,1,0,1,28,33,1,1,NA,35.63,12500.5,1,1,54.298
"9016","1154040C",0,0,0,1,0,1,36,41,1,1,35.78,34.95,7500.5,1,0,44.474
"9017","1155003C",0,0,0,0,0,1,44,58,1,0,38.18,35.63,45000.5,0,0,55.155
"9018","1155005C",0,0,0,1,0,3,36,46,1,0,35.63,38.18,17500.5,1,0,52.373
"9019","1155006C",0,0,0,1,0,1,31,NA,NA,1,38.18,NA,17500.5,1,0,44.704
"9020","1155007C",0,0,0,1,0,1,34,37,1,1,35.63,35.63,17500.5,1,1,36.395
"9021","1155008C",0,0,0,1,0,1,40,45,1,1,NA,35.92,27500.5,0,0,56.365
"9022","1155010C",0,1,0,0,0,1,37,34,1,0,NA,34.95,62500.5,0,0,36.749
"9023","1155011C",1,0,0,1,0,1,30,36,0,0,52.54,35.92,37500.5,0,0,32.318
"9024","1155012C",0,0,0,1,0,1,33,32,1,1,38.18,29.6,37500.5,0,0,43.31
"9025","1155013C",0,0,0,1,0,1,38,34,1,1,NA,NA,12500.5,1,1,48.559
"9026","1155014C",0,0,0,1,0,1,29,30,1,1,35.63,35.63,5000,1,0,46.318
"9027","1155015C",0,0,0,1,0,1,26,32,1,1,29.6,29.6,7500.5,1,1,48.298
"9028","1155016C",0,0,0,1,0,1,34,38,1,1,NA,35.63,7500.5,1,1,53.503
"9029","1155017C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.053
"9030","1155018C",0,0,0,1,0,1,39,38,1,1,29.6,35.63,17500.5,1,0,48.757
"9031","1155020C",0,0,0,1,0,1,36,39,0,1,48.69,35.63,45000.5,0,0,40.387
"9032","1155021C",0,0,0,1,0,1,NA,42,1,NA,NA,29.6,12500.5,1,0,52.794
"9033","1155024C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.79
"9034","1156001C",0,0,0,1,0,1,34,37,0,0,34.95,57.83,32500.5,0,0,49.59
"9035","1156004C",0,1,0,0,0,1,39,39,0,1,38.18,53.5,87500.5,0,0,54.893
"9036","1156005C",0,0,0,1,0,1,30,36,1,1,29.6,39.18,32500.5,0,0,41.912
"9037","1156006C",0,1,0,0,0,2,37,30,0,1,34.95,39.18,45000.5,0,0,42.776
"9038","1156007C",0,0,0,0,0,2,30,37,1,0,NA,39.2,27500.5,0,1,51.672
"9039","1156009C",0,0,0,1,0,1,37,37,1,1,34.95,29.6,32500.5,0,0,51.392
"9040","1156010C",0,0,0,1,0,1,30,30,1,1,NA,35.63,27500.5,1,1,21.543
"9041","1156011C",0,1,0,0,0,1,30,31,1,1,NA,39.2,27500.5,0,0,61.988
"9042","1156013C",0,1,0,0,0,1,39,38,0,0,NA,39.18,62500.5,0,0,58.925
"9043","1156015C",0,1,0,0,0,2,43,44,0,0,38.18,38.18,12500.5,1,0,57.294
"9044","1156016C",0,1,0,0,0,1,28,NA,NA,1,NA,NA,12500.5,1,1,49.813
"9045","1156018C",0,0,0,1,0,2,30,34,0,1,38.18,38.18,45000.5,0,0,51.659
"9046","1156020C",0,0,0,1,0,1,33,42,0,0,38.18,39.18,150000.5,0,0,53.155
"9047","1156021C",0,0,0,1,0,1,28,37,1,1,29.6,35.92,27500.5,0,0,60.271
"9048","1156022C",0,1,0,0,0,1,40,48,1,1,38.18,35.92,37500.5,0,0,61.543
"9049","1157004C",0,0,0,1,0,1,38,42,1,1,NA,35.78,12500.5,1,0,67.045
"9050","1157005C",0,0,0,1,0,1,36,41,1,1,NA,35.63,27500.5,0,0,49.149
"9051","1157008C",0,0,0,1,0,1,32,39,1,1,NA,39.2,27500.5,0,1,53.574
"9052","1157009C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.546
"9053","1157013C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.031
"9054","1157014C",0,1,0,0,0,1,44,42,1,0,NA,39.2,37500.5,0,0,43.652
"9055","1157017C",0,1,0,0,0,1,33,40,0,0,33.42,29.6,62500.5,0,0,52.815
"9056","1157020C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.674
"9057","1157022C",0,1,0,0,0,1,36,36,1,1,NA,NA,12500.5,1,1,52.218
"9058","1157024C",0,0,0,1,0,1,29,35,1,1,33.42,39.18,22500.5,1,0,28.052
"9059","1160001C",0,0,0,0,1,1,28,32,0,1,29.6,35.78,87500.5,0,0,53.971
"9060","1160002C",0,0,0,0,1,1,30,35,0,0,35.78,35.78,27500.5,0,0,64.704
"9061","1160003C",0,0,0,0,1,1,34,34,1,1,34.95,34.95,7500.5,1,0,61.22
"9062","1160005C",0,0,0,1,0,1,40,44,0,0,38.18,39.18,45000.5,0,0,56.134
"9063","1160007C",0,0,0,1,0,1,30,30,1,1,38.18,NA,37500.5,0,0,55.773
"9064","1160008C",0,1,0,0,0,1,44,36,1,1,34.95,33.42,45000.5,0,0,53.313
"9065","1160011C",0,1,0,0,0,1,29,34,0,0,34.95,34.95,87500.5,0,0,60.632
"9066","1160014C",0,0,0,1,0,1,40,NA,NA,0,38.18,NA,22500.5,0,0,53.668
"9067","1160017C",0,0,0,1,0,1,52,NA,NA,0,63.43,NA,22500.5,0,0,48.144
"9068","1160020C",0,0,0,1,0,1,33,NA,NA,1,59,NA,27500.5,0,0,59.937
"9069","1160024C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.102
"9070","1162002C",0,0,0,0,1,2,44,41,1,0,38.18,38.18,17500.5,1,0,33.649
"9071","1163001C",1,0,0,0,1,1,NA,41,1,NA,NA,39.18,87500.5,0,0,47.948
"9072","1163010C",0,0,0,0,1,1,44,42,0,0,61.56,38.18,45000.5,0,0,37.942
"9073","1163012C",0,0,0,0,1,1,50,54,0,0,63.43,64.89,32500.5,0,0,61.028
"9074","1163013C",0,0,0,0,1,1,48,39,0,0,38.18,53.5,150000.5,0,0,59.443
"9075","1163014C",0,0,0,0,1,1,37,38,0,0,57.83,57.83,62500.5,0,0,68.887
"9076","1163015C",0,0,0,0,1,1,42,47,0,0,NA,34.95,22500.5,0,0,51.874
"9077","1163016C",0,0,0,1,0,2,33,NA,NA,0,53.5,NA,32500.5,0,0,55.523
"9078","1163018C",0,0,0,1,0,1,29,32,1,1,61.56,39.2,45000.5,0,0,50.159
"9079","1163019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.364
"9080","1164006C",0,0,1,0,0,1,33,41,0,0,63.43,61.56,62500.5,0,0,51.319
"9081","1164019C",0,0,1,0,0,2,30,NA,NA,1,38.18,NA,22500.5,0,0,40.719
"9082","1166001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.506
"9083","1166003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.055
"9084","1166007C",0,0,0,1,0,2,29,36,1,1,NA,39.2,12500.5,1,0,50.405
"9085","1166008C",0,0,0,1,0,1,24,NA,NA,1,38.18,NA,12500.5,1,0,42.793
"9086","1166009C",0,0,0,0,0,1,32,34,0,1,63.43,35.92,45000.5,0,0,39.78
"9087","1166010C",0,0,0,1,0,2,31,NA,1,0,35.78,35.92,32500.5,0,1,54.957
"9088","1166011C",0,0,0,1,0,1,42,NA,NA,1,NA,NA,5000,1,0,44.161
"9089","1166013C",0,0,0,1,0,1,42,37,1,0,34.95,62.87,22500.5,1,0,38.641
"9090","1166015C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.561
"9091","1166016C",0,0,0,1,0,2,41,40,1,1,NA,34.95,5000,1,0,32.637
"9092","1166017C",0,0,0,1,0,1,37,35,0,1,NA,35.92,32500.5,0,0,45.553
"9093","1166018C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.452
"9094","1166019C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.609
"9095","1166020C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.56
"9096","1166021C",0,0,0,1,0,1,42,44,1,1,34.95,39.2,17500.5,1,0,49.523
"9097","1166022C",0,0,0,1,0,1,62,65,1,1,NA,35.92,62500.5,0,0,48.507
"9098","1166023C",0,0,0,1,0,1,32,43,1,1,NA,39.2,27500.5,0,0,51.555
"9099","1166024C",0,0,0,1,0,1,38,NA,NA,1,35.78,NA,12500.5,1,1,33.407
"9100","1167001C",0,0,0,1,0,1,31,30,1,1,34.95,39.2,45000.5,0,0,52.681
"9101","1167002C",0,0,0,1,0,1,NA,38,1,1,34.95,33.42,12500.5,1,0,46.354
"9102","1167007C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.304
"9103","1167008C",0,0,0,1,0,1,29,30,1,1,NA,33.42,37500.5,0,0,51.843
"9104","1167010C",0,0,0,1,0,1,45,47,0,0,63.43,53.5,150000.5,0,0,54.231
"9105","1167012C",0,0,0,1,0,1,37,36,1,1,NA,34.95,12500.5,1,0,41.322
"9106","1167013C",0,0,0,1,0,1,33,32,1,0,NA,39.2,12500.5,1,1,43.896
"9107","1167014C",0,0,0,1,0,1,32,31,1,1,33.42,33.42,27500.5,0,0,39.48
"9108","1167017C",0,0,0,1,0,1,31,42,1,0,35.78,39.2,27500.5,0,1,43.59
"9109","1167019C",0,0,0,1,0,NA,39,42,1,0,63.43,33.42,37500.5,0,0,50.549
"9110","1167020C",0,0,0,1,0,1,43,41,0,0,53.5,33.42,27500.5,0,0,51.396
"9111","1167023C",0,0,0,1,0,1,39,NA,NA,1,NA,NA,12500.5,1,1,31.417
"9112","1167024C",0,0,0,1,0,1,47,50,1,1,33.42,29.6,37500.5,0,0,55.518
"9113","1169001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.913
"9114","1169002C",0,0,0,0,1,NA,35,36,1,1,38.18,39.18,37500.5,0,0,65.976
"9115","1169003C",0,0,0,0,1,1,37,39,1,1,34.95,39.18,62500.5,0,0,57.004
"9116","1169004C",0,0,0,1,0,1,29,34,0,1,NA,35.92,17500.5,0,0,53.522
"9117","1169005C",0,0,0,1,0,1,39,43,1,1,NA,NA,17500.5,1,0,38.94
"9118","1169006C",0,0,0,1,0,1,32,NA,NA,1,38.18,NA,27500.5,0,1,31.982
"9119","1169007C",0,0,0,1,0,1,36,NA,NA,1,NA,NA,12500.5,1,1,35.744
"9120","1169008C",0,0,0,1,0,1,55,49,1,1,34.95,33.42,17500.5,1,0,24.881
"9121","1169009C",0,0,0,1,0,1,41,39,0,0,63.43,53.5,62500.5,0,0,67.789
"9122","1169011C",0,0,0,1,0,1,35,46,1,1,33.42,39.2,17500.5,1,0,44.466
"9123","1169015C",0,0,0,1,0,2,39,49,1,1,NA,NA,12500.5,1,0,39.098
"9124","1169016C",0,0,0,1,0,1,29,32,1,1,NA,37.67,5000,1,1,54.171
"9125","1169019C",0,0,0,1,0,2,33,NA,NA,0,38.18,NA,32500.5,0,1,49.882
"9126","1169020C",0,0,0,1,0,1,39,38,1,1,NA,35.78,17500.5,1,0,50.447
"9127","1169021C",0,0,0,1,0,1,33,NA,NA,1,NA,NA,7500.5,1,1,44.714
"9128","1169023C",0,0,0,1,0,1,35,35,1,1,34.95,39.18,37500.5,0,0,58.241
"9129","1173021C",0,0,0,1,0,1,47,52,0,1,39.2,38.18,62500.5,0,0,55.539
"9130","1174001C",0,0,0,1,0,1,38,NA,NA,1,NA,NA,12500.5,1,1,40.721
"9131","1174002C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.169
"9132","1174004C",0,0,0,1,0,1,36,35,1,1,NA,34.95,5000,1,1,34.194
"9133","1174006C",0,0,0,1,0,1,31,31,1,1,NA,33.42,12500.5,1,0,42.175
"9134","1174007C",0,0,0,1,0,1,42,53,1,1,33.42,34.95,22500.5,1,1,44.921
"9135","1174008C",0,0,0,1,0,1,NA,48,1,NA,NA,63.43,12500.5,1,1,34.592
"9136","1174010C",0,0,0,1,0,1,NA,NA,NA,1,NA,NA,12500.5,1,0,33.635
"9137","1174011C",0,0,0,1,0,1,39,40,1,1,34.95,29.6,22500.5,1,1,38.585
"9138","1174013C",0,0,0,1,0,1,38,39,1,1,NA,38.18,22500.5,0,1,48.92
"9139","1174014C",0,0,1,0,0,1,28,NA,NA,1,38.18,NA,7500.5,1,0,32.527
"9140","1174018C",0,0,0,1,0,1,28,31,0,1,NA,35.78,32500.5,0,0,31.58
"9141","1174019C",0,0,0,1,0,2,37,37,1,1,NA,33.42,12500.5,1,0,48.987
"9142","1174022C",0,0,0,1,0,1,32,31,1,1,38.18,35.92,12500.5,1,0,44.549
"9143","1174023C",0,0,0,1,0,1,27,30,1,1,29.6,33.42,12500.5,1,0,34.167
"9144","1175016C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.724
"9145","1176003C",0,0,0,0,1,1,48,50,0,0,59,59,200001,0,0,57.861
"9146","1176006C",0,1,0,0,0,1,44,49,0,0,NA,77.5,200001,0,0,73.67
"9147","1176007C",0,1,0,0,0,1,34,36,0,0,NA,NA,62500.5,0,0,49.471
"9148","1176009C",0,1,0,0,0,1,42,53,0,1,53.5,35.78,150000.5,0,0,66.517
"9149","1176010C",0,0,0,1,0,1,30,NA,NA,1,34.95,NA,17500.5,1,0,46.133
"9150","1176011C",0,1,0,0,0,1,38,NA,NA,1,38.18,NA,62500.5,0,0,69.31
"9151","1176012C",0,1,0,0,0,1,41,NA,NA,0,NA,NA,62500.5,0,0,68.716
"9152","1176015C",0,1,0,0,0,2,35,27,0,0,NA,48.69,45000.5,0,0,44.118
"9153","1176018C",0,1,0,0,0,1,41,NA,NA,0,38.18,NA,150000.5,0,0,59.937
"9154","1176020C",0,1,0,0,0,1,49,61,0,0,52.54,77.5,200001,0,0,54.484
"9155","1176021C",0,1,0,0,0,1,48,60,0,0,NA,53.5,5000,1,0,63.936
"9156","1176023C",0,1,0,0,0,1,42,54,0,1,35.78,53.5,200001,0,0,62.578
"9157","1176025C",0,1,0,0,0,1,42,54,0,1,35.78,53.5,200001,0,0,63.475
"9158","1179001C",0,0,0,1,0,1,44,48,1,1,NA,38.18,5000,1,0,49.821
"9159","1179002C",0,0,0,1,0,1,38,39,1,1,NA,33.42,12500.5,1,1,36.255
"9160","1179003C",0,0,0,1,0,1,41,42,1,1,35.78,33.42,17500.5,1,0,38.656
"9161","1179006C",0,0,0,1,0,1,28,32,0,1,38.18,64.89,87500.5,0,0,41.464
"9162","1179008C",0,0,0,1,0,1,44,49,1,1,NA,39.18,22500.5,1,0,43.31
"9163","1179009C",0,0,0,1,0,1,26,NA,NA,1,34.95,NA,12500.5,1,NA,50.969
"9164","1179011C",0,0,0,1,0,1,39,38,1,1,NA,35.78,27500.5,1,1,49.298
"9165","1179012C",0,0,0,1,0,1,30,31,1,1,NA,37.67,17500.5,1,0,55.155
"9166","1179013C",0,0,0,1,0,1,34,34,1,1,33.42,33.42,12500.5,1,0,39.486
"9167","1179014C",0,0,0,1,0,1,41,37,1,1,35.78,39.2,32500.5,0,0,43.181
"9168","1179015C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.437
"9169","1179017C",0,0,0,1,0,1,34,31,1,1,NA,39.2,12500.5,1,0,35.487
"9170","1179018C",0,0,0,1,0,2,31,35,1,0,NA,39.2,27500.5,0,0,45.68
"9171","1179019C",0,0,0,1,0,1,40,39,1,1,NA,33.42,17500.5,1,0,32.946
"9172","1179020C",0,0,0,1,0,1,42,45,1,1,34.95,39.2,32500.5,0,0,41.378
"9173","1179021C",0,0,0,1,0,1,33,33,1,1,NA,39.2,12500.5,1,1,50.48
"9174","1179023C",0,0,0,1,0,1,40,39,1,1,34.95,33.42,12500.5,1,0,39.555
"9175","1179024C",0,0,0,1,0,1,27,38,1,1,NA,38.18,17500.5,1,0,49.233
"9176","1180004C",0,1,0,0,0,1,45,42,0,0,72.1,35.78,87500.5,0,0,53.343
"9177","1181001C",0,0,0,0,1,NA,41,41,0,0,NA,35.78,32500.5,0,NA,49.677
"9178","1181002C",0,0,0,0,0,1,38,37,0,0,34.95,34.95,87500.5,0,0,70.209
"9179","1181003C",0,0,0,1,0,1,39,46,1,1,NA,38.18,32500.5,0,0,46.306
"9180","1181004C",0,1,0,0,0,1,35,NA,NA,0,53.5,NA,62500.5,0,0,56.32
"9181","1181005C",0,0,0,1,0,1,35,38,0,1,38.18,53.5,7500.5,1,0,45.048
"9182","1181006C",0,0,0,1,0,1,30,31,0,0,63.43,39.2,150000.5,0,0,41.906
"9183","1181007C",0,1,0,0,0,1,40,38,1,0,52.54,35.78,45000.5,0,0,65.407
"9184","1181009C",0,1,0,0,0,1,34,32,1,1,38.18,53.5,150000.5,0,0,45.257
"9185","1181010C",0,1,0,0,0,1,41,42,1,0,NA,33.42,62500.5,0,0,64.931
"9186","1181011C",0,1,0,0,0,1,41,40,1,0,35.78,33.42,62500.5,0,0,54.35
"9187","1181012C",0,1,0,0,0,1,33,33,0,0,34.95,53.5,150000.5,0,0,54.077
"9188","1181013C",0,1,0,0,0,1,39,44,1,0,38.18,53.5,200001,0,0,54.267
"9189","1181014C",0,0,0,1,0,1,31,38,0,0,NA,48.69,150000.5,0,0,53.589
"9190","1181017C",0,1,0,0,0,1,39,43,0,0,63.43,53.5,150000.5,0,0,57.509
"9191","1181018C",0,1,0,0,0,1,42,43,0,0,35.78,53.5,87500.5,0,0,64.656
"9192","1181019C",0,0,0,1,0,2,40,43,0,0,NA,53.5,45000.5,0,0,70.243
"9193","1181020C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.765
"9194","1181023C",0,0,0,1,0,1,36,37,0,1,NA,53.5,62500.5,0,0,36.718
"9195","1181024C",0,0,0,1,0,1,35,42,0,0,NA,38.18,45000.5,0,0,82.025
"9196","1182001C",0,0,0,0,1,1,40,43,0,0,38.18,35.78,45000.5,0,0,55.17
"9197","1182002C",0,0,0,0,1,1,36,37,1,0,38.18,35.78,62500.5,0,0,42.223
"9198","1182004C",0,0,0,0,1,1,45,44,0,0,38.18,39.2,87500.5,0,0,49.197
"9199","1182005C",0,0,0,1,0,1,43,44,0,0,53.5,33.42,87500.5,0,0,39.91
"9200","1182008C",0,1,0,0,0,1,40,42,0,0,61.56,39.18,150000.5,0,0,62.057
"9201","1182009C",0,1,0,0,0,1,41,43,0,0,52.54,52.54,150000.5,0,0,58.56
"9202","1182010C",0,0,0,1,0,1,40,NA,NA,0,NA,NA,32500.5,0,1,56.328
"9203","1182011C",0,1,0,0,0,2,39,43,0,0,NA,53.5,62500.5,0,0,48.576
"9204","1182012C",0,1,0,0,0,1,42,47,0,0,61.56,35.78,150000.5,0,0,53.983
"9205","1182019C",0,1,0,0,0,1,42,36,0,0,53.5,53.5,150000.5,0,0,66.99
"9206","1182021C",0,1,0,0,0,1,46,47,0,0,61.56,53.5,150000.5,0,0,46.508
"9207","1182023C",0,0,0,1,0,1,38,45,1,1,34.95,61.56,27500.5,0,0,50.687
"9208","1186016C",0,0,1,0,0,2,27,NA,NA,1,NA,NA,27500.5,0,1,44.852
"9209","1189006C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.142
"9210","1190002C",0,0,0,0,1,1,42,45,0,0,35.78,64.89,37500.5,0,0,53.91
"9211","1190003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.255
"9212","1190005C",0,0,0,0,1,1,35,35,0,0,34.95,29.6,17500.5,0,0,53.341
"9213","1190009C",0,0,0,1,0,2,39,44,1,1,53.5,NA,32500.5,0,0,33.666
"9214","1190010C",0,0,0,1,0,1,39,38,1,1,38.18,39.2,17500.5,1,0,54.313
"9215","1190011C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.06
"9216","1190012C",0,0,0,1,0,1,34,30,1,1,NA,39.18,17500.5,1,0,51.09
"9217","1190015C",0,0,0,1,0,1,30,NA,NA,1,NA,NA,7500.5,1,0,43.98
"9218","1190016C",0,0,0,1,0,1,34,34,1,1,33.42,33.42,27500.5,1,0,32.435
"9219","1190017C",0,0,0,1,0,1,42,43,1,1,NA,33.42,22500.5,0,0,49.277
"9220","1190018C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.193
"9221","1190020C",0,0,0,1,0,1,38,40,1,1,NA,35.92,7500.5,1,0,34.759
"9222","1190021C",0,0,0,1,0,1,30,32,1,1,34.95,39.2,62500.5,0,0,30.359
"9223","1191002C",1,0,0,0,0,1,48,60,0,0,62.87,64.89,87500.5,0,0,59.1
"9224","1191003C",1,0,0,0,1,1,40,43,0,0,NA,38.18,200001,0,0,58.291
"9225","1191005C",1,0,0,0,1,1,40,41,0,0,61.56,38.18,87500.5,0,0,51.44
"9226","1191006C",1,0,0,0,1,1,41,38,0,0,38.18,38.18,62500.5,0,0,52.905
"9227","1191008C",1,0,0,0,1,1,50,59,0,0,53.5,35.78,150000.5,0,0,61.81
"9228","1191009C",1,0,0,0,0,1,47,36,0,0,38.18,38.18,62500.5,0,0,49.567
"9229","1191010C",1,0,0,0,1,1,41,40,0,0,38.18,57.83,150000.5,0,0,61.71
"9230","1191012C",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.733
"9231","1191013C",1,0,0,0,1,1,39,NA,NA,0,61.56,NA,87500.5,0,0,57.471
"9232","1191014C",1,0,0,0,1,1,44,41,0,0,57.83,53.5,45000.5,0,0,42.565
"9233","1191015C",1,0,0,0,1,NA,44,46,0,0,52.54,38.18,45000.5,0,NA,61.583
"9234","1191016C",1,0,0,0,1,2,42,41,0,0,53.5,38.18,87500.5,0,0,52.579
"9235","1191017C",1,0,0,0,1,1,41,40,0,0,53.5,53.5,87500.5,0,0,53.66
"9236","1191018C",1,0,0,0,1,1,34,36,0,0,57.83,29.6,37500.5,0,0,43.863
"9237","1191019C",1,0,0,1,0,1,35,NA,NA,1,38.18,NA,27500.5,0,0,55.783
"9238","1191021C",1,0,0,1,0,1,38,38,0,0,53.5,38.18,37500.5,0,0,47.735
"9239","1191022C",1,0,0,1,0,1,41,42,0,0,57.83,64.89,87500.5,0,0,43.369
"9240","1191024C",1,0,0,1,0,1,41,43,0,1,NA,48.69,87500.5,0,0,48.448
"9241","1192001C",0,0,0,0,1,1,32,43,1,0,38.18,52.54,45000.5,0,0,52.746
"9242","1192002C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.195
"9243","1192005C",0,0,0,0,0,1,39,44,1,1,38.18,53.5,22500.5,0,0,50.981
"9244","1192007C",0,0,0,1,0,1,37,49,1,0,53.5,34.95,32500.5,0,0,30.036
"9245","1192008C",0,0,0,1,0,1,39,40,1,1,NA,34.95,7500.5,1,0,27.434
"9246","1192009C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.661
"9247","1192011C",0,1,0,0,0,1,35,37,1,1,NA,53.5,7500.5,1,0,48.065
"9248","1192014C",0,1,0,0,0,1,39,41,1,0,38.18,39.18,7500.5,1,0,54.327
"9249","1192015C",0,1,0,0,0,1,33,37,0,0,NA,35.92,17500.5,1,1,57.246
"9250","1192017C",0,1,0,0,0,1,33,42,1,1,NA,39.2,45000.5,0,0,58.704
"9251","1192020C",0,0,0,1,0,1,39,41,1,1,38.18,53.5,17500.5,0,0,34.139
"9252","1192021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.798
"9253","1192024C",0,1,0,0,0,1,37,NA,NA,0,38.18,NA,32500.5,0,0,57.607
"9254","1193002C",0,0,0,0,1,1,49,50,0,0,53.5,64.89,87500.5,0,0,49.362
"9255","1193003C",0,0,0,1,0,1,30,38,0,0,34.95,53.5,37500.5,0,0,53.255
"9256","1193004C",0,0,0,0,1,1,47,42,0,0,NA,38.18,12500.5,1,0,52.9
"9257","1193005C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.518
"9258","1193006C",0,1,0,0,0,1,30,44,0,0,NA,39.18,37500.5,0,0,45.912
"9259","1193007C",0,1,0,0,0,1,53,53,1,1,34.95,33.42,87500.5,0,0,54.546
"9260","1193008C",0,0,0,1,0,3,35,35,0,1,38.18,34.95,87500.5,0,0,54.822
"9261","1193009C",0,0,0,1,0,1,36,36,0,1,38.18,53.5,62500.5,0,0,52.861
"9262","1193010C",0,0,0,1,0,1,45,NA,NA,1,33.42,NA,27500.5,0,0,41.716
"9263","1193011C",1,0,0,1,0,1,32,34,1,0,NA,35.78,150000.5,0,0,48.392
"9264","1194001C",0,0,0,0,1,1,41,51,0,1,NA,34.95,62500.5,0,0,50.042
"9265","1194002C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.58
"9266","1194003C",0,0,0,0,1,1,36,NA,NA,1,34.95,NA,17500.5,1,0,58.408
"9267","1194004C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5
"9268","1194005C",0,0,0,0,1,1,40,42,1,0,34.95,38.18,45000.5,0,0,46.819
"9269","1194006C",0,0,0,0,1,NA,40,NA,NA,1,34.95,NA,22500.5,0,NA,61.435
"9270","1194007C",0,0,0,0,1,1,39,46,0,0,48.69,35.78,17500.5,1,0,52.66
